Date,Open,High,Low,Close,Adj Close,Volume
2023-08-14,10.020000,10.170000,9.880000,10.150000,10.150000,2746200
2023-08-15,10.050000,10.170000,9.790000,9.800000,9.800000,2117500
2023-08-16,9.750000,9.830000,9.520000,9.530000,9.530000,2228600
2023-08-17,10.300000,10.790000,10.030000,10.610000,10.610000,5865600
2023-08-18,10.400000,10.620000,9.990000,10.000000,10.000000,2769900
2023-08-21,9.980000,10.080000,9.860000,10.050000,10.050000,2136000
2023-08-22,10.020000,10.090000,9.740000,9.740000,9.740000,1225700
2023-08-23,9.710000,9.930000,9.600000,9.900000,9.900000,2200300
2023-08-24,9.800000,9.860000,9.450000,9.590000,9.590000,1991200
2023-08-25,9.640000,9.660000,9.410000,9.570000,9.570000,1296000
2023-08-28,9.640000,10.070000,9.640000,9.970000,9.970000,2251300
2023-08-29,9.940000,10.030000,9.790000,9.900000,9.900000,2282700
2023-08-30,9.930000,10.120000,9.830000,10.080000,10.080000,2403000
2023-08-31,10.040000,10.350000,10.010000,10.210000,10.210000,2213100
2023-09-01,10.370000,10.790000,10.370000,10.640000,10.640000,1936200
2023-09-05,10.520000,10.670000,10.360000,10.480000,10.480000,1745800
2023-09-06,10.490000,10.510000,10.040000,10.220000,10.220000,1852200
2023-09-07,10.060000,10.200000,10.020000,10.150000,10.150000,1517100
2023-09-08,10.230000,10.280000,10.100000,10.190000,10.190000,936900
2023-09-11,10.290000,10.400000,10.200000,10.400000,10.400000,1563900
2023-09-12,10.360000,10.420000,10.060000,10.060000,10.060000,1235400
2023-09-13,10.120000,10.120000,9.900000,9.930000,9.930000,1419400
2023-09-14,10.050000,10.140000,9.980000,10.020000,10.020000,1487700
2023-09-15,10.020000,10.020000,9.810000,9.820000,9.820000,2138700
2023-09-18,9.800000,9.890000,9.700000,9.750000,9.750000,1238300
2023-09-19,9.710000,9.830000,9.490000,9.500000,9.500000,1605200
2023-09-20,9.300000,9.570000,9.110000,9.450000,9.450000,2159100
2023-09-21,9.350000,9.400000,8.960000,8.970000,8.970000,1795300
2023-09-22,9.050000,9.110000,8.820000,8.940000,8.940000,1764100
2023-09-25,8.800000,9.040000,8.800000,8.970000,8.970000,1754500
2023-09-26,8.840000,8.980000,8.820000,8.840000,8.840000,4722400
2023-09-27,8.850000,8.970000,8.650000,8.730000,8.730000,2018100
2023-09-28,8.740000,9.000000,8.660000,8.940000,8.940000,1978300
2023-09-29,9.010000,9.180000,8.880000,8.920000,8.920000,2621600
2023-10-02,8.940000,9.030000,8.650000,8.750000,8.750000,1603000
2023-10-03,8.660000,8.730000,8.520000,8.670000,8.670000,1659000
2023-10-04,8.700000,8.700000,8.300000,8.470000,8.470000,1762700
2023-10-05,8.460000,8.560000,8.290000,8.410000,8.410000,1248900
2023-10-06,8.300000,8.430000,8.270000,8.360000,8.360000,1518200
2023-10-09,8.250000,8.370000,8.140000,8.290000,8.290000,1100900
2023-10-10,8.350000,8.720000,8.320000,8.680000,8.680000,1835900
2023-10-11,8.700000,8.780000,8.390000,8.450000,8.450000,2366100
2023-10-12,8.520000,8.520000,8.080000,8.200000,8.200000,2021600
2023-10-13,8.150000,8.280000,8.130000,8.260000,8.260000,1575400
2023-10-16,8.350000,8.550000,8.280000,8.490000,8.490000,1331500
2023-10-17,8.420000,8.700000,8.420000,8.440000,8.440000,1104200
2023-10-18,8.320000,8.450000,8.260000,8.420000,8.420000,1173500
2023-10-19,8.360000,8.480000,8.230000,8.240000,8.240000,1200100
2023-10-20,8.230000,8.490000,8.150000,8.390000,8.390000,1911500
2023-10-23,8.250000,8.480000,8.130000,8.320000,8.320000,1396300
2023-10-24,8.440000,8.600000,8.170000,8.280000,8.280000,1565000
2023-10-25,8.200000,8.360000,8.110000,8.340000,8.340000,1794700
2023-10-26,8.360000,8.570000,8.240000,8.480000,8.480000,2709500
2023-10-27,8.620000,8.750000,8.450000,8.480000,8.480000,3047800
2023-10-30,8.590000,8.940000,8.590000,8.870000,8.870000,4625000
2023-10-31,8.580000,8.650000,7.320000,7.530000,7.530000,9726900
2023-11-01,7.620000,7.790000,7.370000,7.500000,7.500000,6598700
2023-11-02,7.690000,7.990000,7.620000,7.990000,7.990000,4121300
2023-11-03,8.170000,8.580000,8.160000,8.350000,8.350000,2355700
2023-11-06,8.320000,8.370000,7.910000,8.020000,8.020000,1668800
2023-11-07,8.000000,8.680000,7.990000,8.620000,8.620000,2390400
2023-11-08,8.530000,8.980000,8.470000,8.910000,8.910000,2179000
2023-11-09,8.980000,9.150000,8.580000,8.600000,8.600000,1875500
2023-11-10,8.630000,8.670000,8.350000,8.440000,8.440000,2325500
2023-11-13,8.400000,8.540000,8.320000,8.520000,8.520000,1322500
2023-11-14,8.820000,8.990000,8.710000,8.890000,8.890000,2182900
2023-11-15,9.390000,10.730000,9.290000,10.490000,10.490000,7191700
2023-11-16,10.300000,10.490000,10.010000,10.360000,10.360000,4749000
2023-11-17,10.460000,10.470000,10.150000,10.460000,10.460000,2342900
2023-11-20,9.560000,9.960000,9.080000,9.810000,9.810000,5683200
2023-11-21,9.790000,10.130000,9.690000,10.130000,10.130000,3950400
2023-11-22,10.300000,10.470000,10.210000,10.330000,10.330000,2029400
2023-11-24,10.210000,10.350000,10.040000,10.150000,10.150000,706600
2023-11-27,10.020000,10.190000,9.950000,10.010000,10.010000,1659800
2023-11-28,10.030000,10.360000,9.880000,10.280000,10.280000,2322000
2023-11-29,10.300000,10.490000,10.180000,10.200000,10.200000,2099900
2023-11-30,10.200000,10.200000,9.850000,9.930000,9.930000,2769700
2023-12-01,9.900000,10.260000,9.870000,10.230000,10.230000,2014600
2023-12-04,10.150000,10.440000,10.040000,10.270000,10.270000,1775000
2023-12-05,10.110000,10.380000,10.000000,10.000000,10.000000,1976200
2023-12-06,10.200000,10.640000,10.140000,10.510000,10.510000,1663600
2023-12-07,10.500000,10.910000,10.450000,10.850000,10.850000,2039700
2023-12-08,10.800000,11.020000,10.660000,10.680000,10.680000,1620000
2023-12-11,10.630000,10.810000,10.560000,10.670000,10.670000,1705200
2023-12-12,10.660000,10.750000,10.510000,10.550000,10.550000,2111200
2023-12-13,10.580000,11.020000,10.390000,10.980000,10.980000,2368700
2023-12-14,11.190000,11.350000,10.770000,11.070000,11.070000,4563000
2023-12-15,11.080000,11.170000,10.590000,10.670000,10.670000,3317900
2023-12-18,10.480000,11.370000,10.170000,11.030000,11.030000,2392500
2023-12-19,11.100000,11.390000,11.050000,11.140000,11.140000,2173700
2023-12-20,11.120000,11.270000,10.940000,11.000000,11.000000,2935000
2023-12-21,11.220000,11.350000,10.990000,11.170000,11.170000,1896100
2023-12-22,11.180000,11.190000,10.990000,11.060000,11.060000,1386800
2023-12-26,11.060000,11.230000,11.010000,11.120000,11.120000,1100200
2023-12-27,11.210000,11.300000,11.140000,11.290000,11.290000,1546600
2023-12-28,11.220000,11.480000,11.210000,11.410000,11.410000,2207400
2023-12-29,11.380000,11.460000,11.230000,11.360000,11.360000,1693000
2024-01-02,11.240000,11.470000,11.060000,11.230000,11.230000,1991600
2024-01-03,11.210000,11.320000,10.970000,11.070000,11.070000,3225700
2024-01-04,11.100000,11.110000,10.470000,10.680000,10.680000,4841400
2024-01-05,10.640000,10.960000,10.480000,10.780000,10.780000,2321100
2024-01-08,10.760000,11.080000,10.660000,10.870000,10.870000,2062900
2024-01-09,10.730000,11.090000,10.480000,10.990000,10.990000,3236900
2024-01-10,11.010000,11.070000,10.670000,10.800000,10.800000,1757300
2024-01-11,10.740000,10.890000,10.610000,10.870000,10.870000,1518400
2024-01-12,11.000000,11.120000,10.850000,11.100000,11.100000,1429100
2024-01-16,11.020000,11.250000,10.870000,10.870000,10.870000,2404600
2024-01-17,10.610000,10.860000,10.300000,10.750000,10.750000,2261200
2024-01-18,10.780000,10.800000,10.010000,10.060000,10.060000,3403300
2024-01-19,8.900000,9.850000,8.900000,9.840000,9.840000,4296800
2024-01-22,9.770000,10.230000,9.750000,10.000000,10.000000,2896500
2024-01-23,10.100000,10.270000,10.010000,10.010000,10.010000,2063000
2024-01-24,10.100000,10.210000,9.840000,9.980000,9.980000,1837900
2024-01-25,10.050000,10.220000,10.010000,10.140000,10.140000,2544300
2024-01-26,10.190000,10.500000,10.190000,10.330000,10.330000,1951200
2024-01-29,10.280000,10.320000,9.880000,10.160000,10.160000,3317100
2024-01-30,10.140000,10.180000,9.750000,9.780000,9.780000,2124700
2024-01-31,9.780000,10.290000,9.750000,9.850000,9.850000,2797300
2024-02-01,9.920000,10.130000,9.830000,9.850000,9.850000,1790300
2024-02-02,9.750000,9.840000,9.530000,9.570000,9.570000,4075400
2024-02-05,9.540000,9.540000,9.150000,9.300000,9.300000,7025400
2024-02-06,8.550000,9.750000,8.550000,8.730000,8.730000,10543600
2024-02-07,8.760000,8.820000,8.390000,8.600000,8.600000,4796000
2024-02-08,8.600000,8.700000,8.470000,8.600000,8.600000,2527200
2024-02-09,8.600000,8.960000,8.520000,8.730000,8.730000,2927700
2024-02-12,8.730000,8.960000,8.730000,8.830000,8.830000,2509300
2024-02-13,8.560000,8.820000,8.470000,8.690000,8.690000,4994500
2024-02-14,8.820000,9.080000,8.740000,9.050000,9.050000,3451600
2024-02-15,9.080000,9.340000,9.070000,9.310000,9.310000,3319900
2024-02-16,9.230000,9.320000,8.990000,9.090000,9.090000,2817900
2024-02-20,9.060000,9.110000,8.740000,8.740000,8.740000,2864900
2024-02-21,8.700000,8.810000,8.560000,8.720000,8.720000,3810300
2024-02-22,8.740000,8.900000,8.680000,8.760000,8.760000,4023200
2024-02-23,8.740000,8.990000,8.710000,8.920000,8.920000,2307800
2024-02-26,8.840000,8.950000,8.680000,8.710000,8.710000,3870200
2024-02-27,8.790000,9.020000,8.770000,8.840000,8.840000,1833800
2024-02-28,8.740000,8.830000,8.510000,8.550000,8.550000,3274500
2024-02-29,8.700000,8.990000,8.690000,8.940000,8.940000,2386100
2024-03-01,8.930000,9.140000,8.910000,9.040000,9.040000,2816400
2024-03-04,9.030000,9.140000,8.760000,8.860000,8.860000,1905500
2024-03-05,8.750000,8.760000,8.200000,8.240000,8.240000,3484200
2024-03-06,8.290000,8.310000,7.860000,7.950000,7.950000,2961600
2024-03-07,7.980000,8.280000,7.950000,8.240000,8.240000,2244200
2024-03-08,8.260000,8.370000,8.090000,8.180000,8.180000,1658800
2024-03-11,8.340000,8.410000,8.180000,8.200000,8.200000,1872900
2024-03-12,8.230000,8.230000,7.960000,8.020000,8.020000,1478700
2024-03-13,7.960000,8.150000,7.950000,8.030000,8.030000,1799600
2024-03-14,7.970000,8.040000,7.720000,7.870000,7.870000,2830900
2024-03-15,7.800000,8.000000,7.800000,7.970000,7.970000,2854300
2024-03-18,7.930000,7.970000,7.740000,7.830000,7.830000,2483100
2024-03-19,7.770000,7.890000,7.710000,7.830000,7.830000,1979300
2024-03-20,7.750000,8.050000,7.720000,8.000000,8.000000,1485200
2024-03-21,8.050000,8.150000,7.950000,8.020000,8.020000,1896600
2024-03-22,8.040000,8.120000,7.700000,7.810000,7.810000,1239000
2024-03-25,7.690000,7.800000,7.430000,7.490000,7.490000,2634300
2024-03-26,7.590000,7.650000,7.370000,7.370000,7.370000,2127100
2024-03-27,7.370000,7.600000,7.300000,7.580000,7.580000,2581000
2024-03-28,7.590000,7.690000,7.480000,7.570000,7.570000,1319500
2024-04-01,7.630000,7.750000,7.210000,7.220000,7.220000,2538300
2024-04-02,7.120000,7.210000,7.060000,7.130000,7.130000,2027300
2024-04-03,7.100000,7.230000,7.080000,7.190000,7.190000,1489600
2024-04-04,7.290000,7.410000,7.040000,7.060000,7.060000,1270600
2024-04-05,7.010000,7.160000,6.980000,7.130000,7.130000,2089100
2024-04-08,7.180000,7.320000,7.180000,7.220000,7.220000,1295200
2024-04-09,7.250000,7.590000,7.220000,7.590000,7.590000,2383200
2024-04-10,7.370000,7.530000,7.310000,7.500000,7.500000,2394500
2024-04-11,7.540000,7.680000,7.290000,7.450000,7.450000,1929600
2024-04-12,7.380000,7.420000,7.100000,7.150000,7.150000,1489200
2024-04-15,7.130000,7.220000,6.750000,6.870000,6.870000,2173800
2024-04-16,6.800000,6.880000,6.630000,6.810000,6.810000,1978200
2024-04-17,6.840000,6.920000,6.740000,6.900000,6.900000,3411100
2024-04-18,6.930000,7.200000,6.920000,7.030000,7.030000,2076200
2024-04-19,6.920000,7.260000,6.920000,7.090000,7.090000,2223300
2024-04-22,7.110000,7.180000,6.820000,6.820000,6.820000,1470400
2024-04-23,6.800000,6.980000,6.700000,6.830000,6.830000,1902900
2024-04-24,6.790000,6.910000,6.630000,6.810000,6.810000,2097900
2024-04-25,6.750000,6.900000,6.700000,6.880000,6.880000,1511200
2024-04-26,6.960000,7.180000,6.960000,7.100000,7.100000,1957900
2024-04-29,7.060000,7.220000,6.840000,7.170000,7.170000,4952500
2024-04-30,6.220000,6.230000,5.110000,5.170000,5.170000,18726000
2024-05-01,5.150000,5.470000,4.960000,5.380000,5.380000,7543100
2024-05-02,5.450000,5.490000,5.070000,5.210000,5.210000,4370200
2024-05-03,5.360000,5.390000,5.120000,5.240000,5.240000,4176700
2024-05-06,5.270000,5.330000,5.150000,5.160000,5.160000,2523900
2024-05-07,5.140000,5.220000,5.060000,5.060000,5.060000,2867100
2024-05-08,5.010000,5.180000,4.960000,4.960000,4.960000,3521300
2024-05-09,4.970000,5.030000,4.870000,4.930000,4.930000,3246400
2024-05-10,4.920000,4.950000,4.670000,4.680000,4.680000,3345800
2024-05-13,4.740000,4.840000,4.510000,4.570000,4.570000,4859400
2024-05-14,4.630000,4.800000,4.610000,4.680000,4.680000,4275700
2024-05-15,4.740000,4.840000,4.470000,4.610000,4.610000,4450500
2024-05-16,4.600000,4.670000,4.510000,4.600000,4.600000,2933300
2024-05-17,4.560000,4.560000,4.370000,4.380000,4.380000,4114600
2024-05-20,4.380000,4.390000,4.050000,4.070000,4.070000,4834900
2024-05-21,4.010000,4.180000,3.890000,4.100000,4.100000,7357200
2024-05-22,4.090000,4.130000,3.930000,3.940000,3.940000,2529400
2024-05-23,3.920000,3.930000,3.730000,3.770000,3.770000,3924400
2024-05-24,3.800000,3.830000,3.690000,3.690000,3.690000,2340200
2024-05-28,3.700000,3.770000,3.610000,3.630000,3.630000,2597400
2024-05-29,3.580000,3.720000,3.510000,3.670000,3.670000,3988900
2024-05-30,3.690000,3.880000,3.670000,3.770000,3.770000,4510200
2024-05-31,3.800000,3.910000,3.760000,3.830000,3.830000,4278800
2024-06-03,3.840000,3.920000,3.691000,3.710000,3.710000,2089377
